ccl4_10w_vs_ccl4_6w_a2b	ccl4_10w_vs_ccl4_6w_b2a	ccl4_10w_vs_ctrl_10w_a2b	ccl4_10w_vs_ctrl_10w_b2a	ccl4_18w_vs_ccl4_10w_a2b	ccl4_18w_vs_ccl4_10w_b2a	ccl4_18w_vs_ccl4_6w_a2b	ccl4_18w_vs_ccl4_6w_b2a	ccl4_18w_vs_ctrl_18w_a2b	ccl4_18w_vs_ctrl_18w_b2a	ccl4_6w_vs_ctrl_6w_a2b	ccl4_6w_vs_ctrl_6w_b2a	ctrl_10w_vs_ctrl_6w_a2b	ctrl_10w_vs_ctrl_6w_b2a	ctrl_18w_vs_ctrl_10w_a2b	ctrl_18w_vs_ctrl_10w_b2a	ctrl_18w_vs_ctrl_6w_a2b	ctrl_18w_vs_ctrl_6w_b2a
-0.7		-0.08		-0.23		0.08		-0.52		0.33				-0.98		0	
-0.76		1.36		-1.48		-0.61		-0.52		0.29				0		-1.83	
-0.76		0.08		-2.78		-0.02		3.43		0.52				0.94		0	
1.12		1.21		0		-0.36		0.41		0.38				2.87		-2.72	
-1.58		3.14		-1.7		-0.99		-0.7		1.05				0		0.97	
0.08		3.14		0		-0.09		-0.17		0				-2.51		-1.57	
0		2.13		-0.65		-0.51		2.72		0.29				0		-1.87	
0		-0.13		-0.13		-0.1		-1.35		0.03				0		1.49	
3.33		2.07		0.21		-0.2		4.42		0.16				0.7		0.01	
0		0.05		1.14		-0.17		0.59		1.11				0.59		-1.84	
4.04		0.05		0.21		0.89		0.59		0.11				-0.98		0.97	
-0.32		1.57		0.89		-0.48		0.59		0.73				0.94		0	
1.16		1.24		2.83		0.34		-2.66		0.73				-0.45		-0.9	
0		-0.07		0.86		0.32		2.72		0.64				-1.33		-1.87	
-2.11		0.06		0.87		-0.02		-0.61		-0.13				0		0.74	
0		0.14		0		-0.74		-0.65		-0.19				1.88		0	
-3.56		0.14		2.13		2.72		1.14		0.68				0		1.23	
-2.54		0.9		2.56		0.33		-0.23		0.44				-4.7		0	
2.03		0.16		1.37		-1.17		-0.56		0.44				0.94		0	
0		2.08		-0.57		0.64		2.17		-0.53				0.61		-0.96	
0		1.98		1.06		0.72		0.79		0.6				-1.87		0	
0		0.13		2.44		1.29		0.86		0.74				0		0	
0		-0.15		0.2		0.15		1.73		0.39				0		-2.41	
0		0.45		2.51		0.15		-0.47		-0.3				-1.48		-0.02	
0.2		0.45		2.51		0.15		-0.36		-0.15				-2.5		0	
-0.76		1.31		0.4		0.15		1.43		-0.72				1.32		-0.85	
-2.13		-0.32		0.89		0.34		7.28		1.09				-0.02		-0.96	
-0.76		4.42		-0.42		-0.15		0.16		0.23				-1.09		2.82	
0		0.21		2.72		0.35		0.59		0.29				-2.46		-2.02	
1.19		-0.18		-0.44		-0.68		0.9		2.16				-2.47		-1.88	
-0.76		0.3		0.89		0		1.33		0.04				2.45		0	
-1.76		-0.06		2.4		1.13		1.33		0.56				-1.92		-0.99	
-1.18		-0.26		0		-0.34		-2.09		0.56				1.86		0	
-0.77		0.2		0.64		0.37		-0.02		0.1				0		0.84	
0.86		-0.12		-2.78		0.37		0.16		-0.1				0		0	
-1.43		1.91		-0.47		0.37		-2.53		0.12				0.94		0	
-1.19		-0.29		1.52		-0.82		0.32		-0.62				1.31		0.97	
-0.74		-0.03		0.21		-0.82		-2.2		0.54				-0.98		-0.96	
-2.36		1.63		-0.23		-0.28		1.37		0.54				-2.89		-2.12	
-0.76		0.95		0.29		0.6		0.27		0.35				0.35		0.01	
0		-0.1		4.1		0.6		0.64		-0.19				-0.34		-1.87	
2.11		0.04		3.6		-0.23		2.07		1.59				0		0	
0		0.04		0.89		1.29		-0.65		1.59				0		0	
2.03		0.04		0.89		1.29		3.89		0.74				-0.98		0	
0		-0.18		1.85		-0.44		2.16		0.26				0		-2.84	
0		2.18		-2.74		-0.91		2.16		-0.13				0		-1.31	
0		2.18		-1.66		0.41		3.59		-0.26				0.94		0	
-1.57		0.09		1.58		0.55		3.59		0.06				0		-4.04	
0		0.09		-0.07		0.31		0.06		0.37				0.4		0.97	
-1.55		4.81		0.15		0.05		3.7		-0.44				0.94		-1.53	
-2.55		-0.09		0.92		0.03		0.12		-0.61				0		-2.44	
0		0.18		0.55		-0.3		-0.29		-0.29				0		0	
1.9		0.1		1.66		0.51		4.05		-0.28				-0.94		0.03	
2.16		0.1		1.88		-0.09		-0.27		-0.32				0.87		0	
1.05		1.86		0		0.07		1.94		1.14				-0.98		-3.17	
-1.58		0.47		1.76		2.47		2.01		0.61				0		-0.04	
0		0.22		-0.07		0.78		1.19		-1.37				-2.46		0.97	
0		0.94		-0.82		-1.27		-0.19		0.28				0		0	
0.2		4.48		0		-0.61		0.13		0.98				0		-0.96	
0		2.85		0		-2.58		0.14		0.28				1.82		0	
0		2.1		1.1		1.01		2.05		0.91				0		0	
-1.46		-0.29		-0.75		-0.15		2.43		0.41				1.82		0	
-1.93		-0.4		0.52		0.13		0.04		-0.6				0.94		0	
0		-0.36		-1.63		-1.93		-1.64		-0.12				-1.32		3.09	
-1.8		-0.34		2.3		0.13		0.55		0.1				0.94		0	
2.11		0.97		-0.77		-0.42		0.55		-0.3				1.18		0	
-0.42		2.05		0.92		-0.42		1.58		-0.17				0		0	
2.66		0.33		0		-0.02		-0.61		1.03				0.94		0.97	
2.11		3.3		0.92		-0.1		5.89		-0.48				0		-0.96	
1.16		-0.45		-0.69		2.42		3.21		-0.14				0		3.98	
0.29		-0.06		-1.63		0.21		-0.96		1.3				0		0	
-0.87		-0.37		0.21		0.13		0.73		0.37				0		0	
3.44		1.15		0		4.44		1.65		0.64				-3.2		1.9	
-0.76		1.15		0		4.44		-0.3		0.18				0		-3.68	
-1.18		-0.49		-1.48		4.44		3.57		0.67				0		-0.9	
1.61		-0.36		-0.75		0.67		0.45		1.31				-0.93		0	
0.2		0.54		0.89		0.08		0.88		-0.02				0.94		0.01	
0		0.54		-0.75		0.77		-0.46		2.4				0		-3.91	
1.16		0.24		-1.49		0.77		3.13		0.32				-0.98		2.74	
0		-0.13		1.37		-0.7		3.13		0.36				-0.04		-0.96	
-1.55		0.86		1.95		-0.15		2.27		0.36				0		-1.8	
0.29		0.54		-0.75		0.06		2.27		-0.19				-1.34		0	
1.16		4.84		-0.8		-2.61		-0.28		0.75				0.39		-0.83	
1.28		0.23		0.3		-0.11		2.45		1.18				0		-1.84	
-0.52		-0.13		0.86		-0.31		4.86		-0.03				-1.02		0	
-0.32		0.68		1.05		1.02		1.3		0.35				0		0	
0.2		-0.11		0.44		-0.22		-0.02		0.68				0.94		-0.49	
-1.55		0.02		0		-0.25		0.44		1.36				0		0.01	
-2.48		1.46		-0.57		-0.99		1.06		0.75				0.94		0	
-0.12		0.08		1.65		-0.32		1.06		-0.92				-2.49		2.01	
-0.34		-0.44		-0.01		0.31		-1.05		0.47				0		0.01	
-0.68		-0.67		0.89		-0.28		2.34		2.97				0		0.97	
0.16		0.45		-3.52		-0.86		0.54		0.27				0		0.85	
-1.08		-0.41		1.14		0.32		0.54		3.25				-1.04		1.58	
-3.14		-1.79		0.86		5.25		7.33		-0.24				2.39		0	
1		0.85		1.61		5.33		2.71		0.18				-0.98		-0.96	
1.16		0.85		-1.48		0.08		2.05		1.24				0.94		-1.8	
-0.56		-0.39		1.37		1.96		-0.18		1.11				-1.6		0.97	
3.44		-0.52		1.37		0.06		0.18		-0.28				0		0	
0.08		-0.36		2.09		1.12		-0.75		0.76				-0.98		-1.8	
-0.76		-0.19		1.65		0.13		6.17		0.31				0.94		-1.49	
1.58		-0.68		2		-0.23		1.13		1.3				2.46		-3.2	
0		0.91		-0.91		0.5		2.28		0.09				0		-0.96	
-0.91		0.91		0.21		-0.02		-0.69		-0.56				-0.98		0	
0.12		0.17		-0.1		-0.17		-1.13		-0.03				0		0	
0		-0.01		-1.48		0.42		-0.48		-0.13				0		4.03	
0		-0.27		1.59		0.84		-0.77		6.03				0		0	
1.15		-0.09		-0.23		-0.74		1.97		6.03				0		-1.34	
-1.01		-0.08		2.73		0.62		-0.98		2.3				0.97		0	
0		3.75		1.04		0.62		1.67		-0.03				0.97		-1.88	
-0.43		-0.21		-1.9		-0.26		1.67		0.11				0		-2.22	
0		-0.54		-2.9		1.15		-0.29		-0.58				-0.98		0	
0.36		1.19		1.39		1.15		-0.29		0.81				0.94		0	
-1.18		-0.23		1.35		0.12		-0.29		0.52				0.01		-1.88	
0		-0.13		-1.4		1.24		2.13		0.28				-0.63		-2.47	
0.79		-0.28		0		0.12		2.13		0.49				0		0	
-1.35		-0.28		0.9		0.17		2.13		3.7				-1.91		0	
0.2		0.09		0		0.18		0.13		-0.4				-1.84		0	
-0.76		0.09		0.89		1.53		0.42		1.07				-0.98		0	
0		1.08		0.21		-0.12		-0.36		0.21						0	
-0.76		-0.04		2.9		-3.54		-0.29		1.95						0	
-3.36		-0.17		2.01		-0.2		-0.31		0.65						0	
0.23		-0.33		1.04		-0.19		4.68		1.46						0	
1.16		0.86		2.89		0.4		0.59		1.46						-1.88	
0.2		0.19		1.45		0.63		0.59		0.74						0	
0		-0.14		2.74		1.53		-0.49		0.39						0	
0.2		-0.14		2		-0.7		-0.25		0.75						0	
-0.76		-0.06		-1.48		-0.02		0.61		0						0	
0.92		0.18		0.21		-0.14		0.14		-0.07						0	
-2.13		-0.18		2.17		1.39		1.01		-0.42						0.89	
2.67		-0.18		0.45		1.92		-0.13		0.93						0	
0		0.38		2.25		0.41		-0.27		-0.6						-1.87	
-0.45		0.9		0.21		0.34		0.28		0.89						0	
0.12		1.66		0.73		0.14		2.2		0.53						0	
1.44		-0.43		-0.21		0.37		0.54		2.75						0	
-1.13		0.66		-1.51		-0.25		-0.47		0.81						0	
0		1.34		-3.19		-4.05		-0.47		0.43						-0.01	
-0.04		1.34		0.48		-3.89		-1.58		1.17						-0.77	
0.44		-0.62		-2.93		-4.24		1.32		1.44						0	
0.32		0.05		1.87		-3.3		-0.94		1.44						1.9	
0		-0.3		0.21		-3.69		-1.37		-0.39						0.01	
1.16		-0.86		-0.52		-4		0.97		-0.39						-0.5	
0		-0.16		1.35		1.96		0.97		2.11						0.22	
-2.37		-0.45		1.23		0.34		1.4		-0.04						0.97	
-0.13		-0.23		0		0.43		1.4		-0.12						0	
-3.13		0.01		0.66		1.21		1.4		3.11						-0.94	
-0.76		0.03		1.38		0.01		1.33		0.86						0	
0.2		-0.02		-0.09		-0.26		-0.1		0.69						-2.51	
0.2		-0.09		2.52		0.06		-0.33		0.58						0.22	
1.05		-0.23		2.44		-0.56		-1.72		0.35						1.79	
-2.17		0.53		-1.43		0.56		1.84		-0.01						0	
0.2		0.06		0		-1.21		-0.25		0.76						0	
0.75		-0.26		1.37		1.11		-0.25		-0.44						0.97	
-0.72		0.31		0.21		0.99		-0.44		2.27						-3.47	
-2.13		0.31		1.66		2.98		1.28		-0.64						3.18	
-0.31		-0.13		2.24		1.03		0.09		-0.52						-3.43	
-0.76		-0.21		2.24		-0.14		0.15		5.39						0.69	
-0.76		0.33		1.78		0.34		-0.49		5.39						-0.96	
-0.76		0.09		1.78		0.96		-0.13		5.39						-0.96	
0		-0.16		1.35		-2.15		-0.53		-0.5						-0.84	
-0.76		-0.29		-0.08		-3.27		1.11		4.53						2.45	
-0.48		1.75		0.21		-0.17		-0.26		0.48						0	
-1.88		0.12		0.37		-0.37		-0.16		-0.33						2.82	
0.72		0.12		1.51		-2.57		2.42		-0.33						-2.38	
-1.15		1.03		2.1		1.77		-1.43		0.79						-2.23	
2.14		-0.13		0		0.14		-1.43		0.3						0	
0		1.65		0.92		0.62		8.65		3.66						0.01	
0		1.65		-1.02		-0.68		1.06		3.66						0	
-1.14		-0.08		1.84		-1.56		0.09		-0.33						0	
0.42		0.03		-1.47		-1.56		-0.28		-0.14						0	
-0.08		-0.08		0.21		0.26		2.18		-0.2						-3.16	
0.22		-0.3		0.21		-0.26		-0.59		0						0	
-0.94		0.28		2.24		-1.29		-0.76		0.03						-1.91	
-2.31		-0.41		1.94		-5.74		0.26		0.99						-0.96	
0		-0.14		-0.63		-0.13		0.67		-0.14						-2.44	
-0.59		-0.13		-0.1		-1.07		0.86		-0.44						-0.07	
1.08		-0.06		-2.2		-0.95		-0.27		-0.04						-4.33	
0.41		1.97		1.24		0.86		4.57		1.42						-0.96	
3.02		-0.23		-0.2		-0.61		4.57		0.78						1.79	
0.14		-0.24		4.02		0.42		-0.11		0.33						1.79	
-2.73		-0.48		0.94		0.08		7.8		-0.13						-2.47	
0		0.75		0.89		1.01		3.75		0.64						0	
-0.74		-0.98		0.88		0.13		0.08		-0.81						-2.88	
-0.76		0.07		0.94		0.13		-0.58		-0.8						0.93	
-0.43		-0.02		-0.05		-0.18		3.45		0.39						-0.96	
2.69		-0.31		1.59		0.6		-0.63		0.18						0	
-1.55		0.19		-0.75		-0.51		0.27		-0.17						-0.85	
-3.14		-0.97		0.03		-0.51		-0.82		-0.23						0.61	
0		0.24		1.81		-0.34		0.59		-0.56						-0.96	
-2.13		-0.4		3.32		-0.24		-0.32		0.55						0	
2.88		-0.11		0.63		0.49		-0.48		0.37						-2.47	
0		2.49		-0.72		0.91		0.04		0.3						-1.8	
0.57		0.81		-0.31		-0.08		-0.74		-0.11						-0.96	
0.57		-0.02		-2.43		-0.65		0.55		-0.52						3.07	
0		0.58		1.52		0.49		0.55		3.85						-2.84	
0		-0.36		2.28		1.21		-1.59		3.85						3.68	
0.35		1.41		-0.42		0		0.11		3.85						-0.96	
-0.76		0.35		2.85		-0.54		-0.07		0.1						0.54	
-1.76		-0.1		-1.48		-0.14		0.56		0.45						0.62	
2.76		0.14		0.89		-0.09		-0.48		2.65						0	
0		-0.21		-0.25		-0.12		-0.59		2.65						-0.88	
0		-0.2		-0.71		0.31		0.93		0.29						2.44	
-1.7		-0.46		-1.48		-1.61		0.9		0.77						0	
1.21		1.54		0		1.39		-0.02		-0.03						-0.49	
3.1		1.55		-1.48		-0.1		-0.02		-0.03						0	
0.2		1.64		0.28		-3.56		0.07		-1.14						0.93	
0		-0.57		2.08		-0.4		1.72		0.89						0.5	
0.2		1.73		1.52		0.32		-0.78		0.08						0	
2.15		-0.02		-2.2		-0.74		0.91		0.55						0	
-0.02		1.03		0.21		-0.29		0.09		0.05						-2.47	
-1.89		1.03		0.21		-2.15		-0.07		0.08						0	
0.03		1.03		0		-1.28		-0.08		-0.45						2.45	
0.01		1.24		1.08		-0.73		1.55		3.83						0	
0		0.41		0.21		-0.02		0.21		1.56						0.93	
1.18		0.75		0.21		-0.53		0.19		-0.4						0	
0		1.29		0		0.53		-0.18		0.07						0	
0		0.29		0.27		-3.71		-0.01		3.35						0	
0.2		-0.07		0.86		0.18		0.21		0.05						-0.57	
-0.6		-0.19		-0.32		0.48		0.78		-0.62						4.19	
-2.37		0.29		-1.51		-0.51		-0.33		-0.63						0	
2.03		5.48		-1.51		-0.71		0.24		0.29						1.93	
0.3		-0.24		0.21		-0.18		-0.37		0.28						-0.96	
0.22		-0.58		-2.43		2.07		-0.93		0.04						1.49	
-3.13		0.65		2.6		0.49		0.58		0.53						0	
1.16		-0.36		-0.17		-1.87		-0.14		0.01						-1.9	
-0.76		-0.36		2.33		0.68		-0.47		-0.6						0.97	
-0.76		-0.2		0.6		2.02		2.42		1.26						-0.96	
-1.18		1.32		-0.76		0.85		-1.03		0.2						0.01	
-0.63		0.24		-1.48		0.71		0.35		-0.15						0	
-0.65		-0.05		-3.38		0.16		0.35		1.03						-0.32	
-0.76		0.37		0		0.15		0.43		-0.61						0.97	
0		1.22		2.36		0.54		0.43		1.4						0	
-0.62		0.12		0.21		0.44		-0.46		-1.21						0.97	
0		-0.88		0		0.38		-1.21		0.27						0	
0		0.1		-1.88		1.06		-0.34		-0.15						0	
0		1.33		2.37		0.93		2.27		-1.28						0.01	
-1.27		-0.43		-1.48		-0.9		-0.3		-2.48						0	
-2.54		2.92		0.21		0.79		-0.55		-0.04						-2.46	
2.17		-0.32		2.63		-0.9		6.14		-0.59						2.49	
2		2.03		1.09		-0.54		0.65		1.27						-2.82	
-2.27		1.31		0.21		-1.15		-3.24		-0.58						-3.19	
0.76		-0.26		3.13		0.38		-0.54		0.27						0	
3.04		-0.26		1.59		-1.56		0.07		0.27						0	
0		0.43		-0.03		-0.43		0.49		-0.03						0	
1.16		0.76		-0.04		-0.65		1.58		0.46						1.85	
0		-0.6		0		-0.86		0.96		-0.39						0	
0		1.13		-1.19		0.62		0.75		0.75						0	
-1.55		-0.04		0.21		0.88		0.4		0.01						-0.37	
-1.72		-1.14		0.57		0.3		-0.58		-0.3						-2.41	
-1.72		-0.14		-1.75		-0.74		1.02		0.41						0	
0		-0.07		0.89		-0.82		0.35		-0.07						-2.39	
-0.76		0.1		-0.02		0.14		2.46		0.3						0	
2.04		4.96		0.14		-0.27		2.01		-0.18						0.97	
-2.71		-0.05		2.04		-0.63		-0.63		1.17						-0.96	
0		0.16		-0.56		-0.67		-1.06		0.12						0	
0.2		0.21		-0.13		0.15		-0.3		1.56						0	
-0.76		0.25		-1.5		-2.35		3.53		0.88						0.97	
-1.67		0.03		0.21		-0.08		-0.1		0.15						-0.53	
		1.68		0.98		-1.33		1.56		0.34						-2.46	
		0.09		3.14		-0.4		4.08		0.86						0	
		0.06		1.1		-0.27		-1.38		0.19						-1.47	
		2.53		0.89		1.13		1.41		-0.54						-0.96	
		-0.2		0.92		-0.05		0.54		0.81						-2.92	
		-0.22		0.63		-1.18		1.43		0.75						0.6	
		0.27		-1.48		-0.65		1.43		0.21						-0.5	
		-0.25		-1.26		-1.07		1.43		0.15						0.73	
		-0.32		0.27		1		0.15		0.34						0.01	
		-0.32		3		-0.06		-0.05		0.35						0	
		1.88		0.21		0.2		-0.19		-0.48						0.83	
		2.58		0.89		-0.32		-0.19		0.14						0	
		1.38		1.59		1.4		-0.05		0.14						-0.36	
		-0.56		0.86		-1.22		0.54		0.75						0	
		0.68		-0.8		-0.01		2.19		0.3						2.49	
		1.29		0		0.05		-1.04		0.03						0.94	
		1.29		-1.04		-1.06		-0.24		1.19						0.01	
		1.44		1.33		-0.05		1		0.93						0.97	
		0.06		-1.48		-0.14		-0.96		0.93						-0.96	
		0.33		-1.48		-0.57		-1.27		0.13						0	
		0.44		0.42		1.11		0.53		0.71						1.85	
		0.3		-0.49		0.01		-0.38		0.34						0	
		-0.09		0.92		0.73		-0.38		-0.05						-0.96	
		-0.09		0.54		0.79		-0.07		0.03						-0.96	
		-0.29		-1.48		0.07		-0.56		0.18						-1.3	
		0.62		0		2.86		-0.36		-0.31						0	
		0.62		0.58		-0.58		-0.01		2.54						-1.32	
		-0.91		1.24		0.45		1.18		0.52						0	
		1.36		-0.8		0.38		4.33		-0.46						0	
		-0.43		2.63		0.02		0.01		-0.12						0	
		0.82		2.52		0.58		0		-0.07						0.89	
		1.66		0		0.46		1.89		0.31						0	
		-0.24		1.15		1.35		-0.18		-0.29						1.9	
		0.49		2.51		1.24		-0.11		-0.35						0.75	
		2.26		0.21		1.24		-0.21		-0.06						0.97	
		1.1		0.21		0.21		2.68		1.34						0	
		-0.27		-1.03		-0.12		2.93		0.69						-1.74	
		-0.27		0.6		1.18		2.93		1.32						0	
		1.42		1.43		0.31		-1.16		0.9						-1.24	
		0.15		1.74		0.73		1.84		0.9						-0.52	
		-0.19		0.58		1.54		3.83		0.56						0.4	
		2.73		0.3		1.01		-1.12		-0.45						0	
		0.77		0		0.12		2.57		0.88						0	
		-0.57		1.46		1.64		0.71		-0.63						0.34	
		1.71		1.63		1.46		-0.51		-0.48						-0.68	
		0.67		0.21		0.34		-0.51		-0.73						-3.17	
		0.53		-0.75		0.01		1.11		-0.11						0	
		-0.52		-0.07		0.17		1.11		-0.7						-1.85	
		0.2		0.21		0.24		2.51		0.76						0	
		-0.44		2.9		-0.23		-0.1		-0.17						0	
		-0.69		5.02		-1.94		-0.96		-0.87						0	
		-0.53		-0.75		0.76		0.18		-0.32						0	
		0.12		1.39		0.53		0.18		-0.6						-0.91	
		3.59		0		-2.39		1.93		-0.49						-0.84	
		-0.05		0.21		1.06		-1.08		-1.45						-3.78	
		-0.52		-1.48		0.02		5.5		-0.54						-2.88	
		-0.1		0		-0.56		5.5		-0.52						-3.12	
		-0.37		0		0.79		5.18		-0.39						-0.53	
		0.46		-0.46		-0.68		3.38		0.27						0	
		4.5		0.21		1.8		0.24		0.34						-0.96	
		4.5		1.43		0.95		0.26		0.08						1.33	
		4.5		0		-0.26		1.58		-1.5						-1.45	
		-0.93		0.79		-0.26		-1.06		-0.45						3.71	
		3.89		0		0.94		-0.56		-0.4						0.01	
		-0.01		0.84		-0.41		1.74		3.84						0	
		0.49		0.44		0.22		0.42		-0.56						-0.24	
		-0.27		0.01		-0.38		0.1		0.01						0	
		-0.85		-1.73		1.48		4.53		0.28						0	
		0.07		-1.08		1		0.05		0.28						0	
		0.07		2.69		-0.1		-0.23		0.52						0.01	
		1.51		0		-1.71		7.07		-0.77						0	
		-0.06		0.38		-0.12		-0.31		0.13						0	
		1.49		1.23		-1.42		-0.69		-1.78						-3.23	
		1.8		-1.48		0.02		2.3		5.08						0	
		1.8		0.88		1.47		-0.56		0.12						0	
		-0.31		0.94		1.43		-0.25		-1.27						2.42	
		0.08		-3.99		0.11		2.41		0.45						-0.91	
		0.32		-3.14		-0.05		-0.13		-0.74						-1.26	
		-0.14		2.55		-0.05		-0.62		0.37						3.48	
		1.62		1.04		-0.2		1.67		1.25						-1.84	
		-0.57		1.33		0.33		3.38		0.19						0.01	
		0.06		0.89		0.88		5.9		-0.21						2.45	
		1.46		-1.76		0.88		5.9		0.95						0.93	
		-0.43		-0.62		0.88		0.44		-0.62						0	
		-0.21		3.56		0.88		0		-0.46						0	
		-0.08		0		-0.5		-0.51		0.2						0	
		-1.12		1.95		-0.42		1.19		0.85						0.97	
		-0.19		4.34		-0.43		1.19		-0.03						1.39	
		0.25		0.08		-0.23		0.46		-0.41						0	
		-0.14		2.19		-1.07		0.55		2.69						0.01	
		1.12		2.49		0.99		0.5		0.86						-0.96	
		-0.06		0.53		0.11		0.91		-0.2						0.01	
		-0.13		-0.75		-0.47		0.91		0.38						-1.51	
		0.72		0.67		0.17		2.76		-0.19						-2.22	
		-0.22		2.74		2.3		-0.17		-0.61						3.22	
		-0.22		-0.81		-1.03		-1.67		0						0.01	
		-0.36		4.73		3.04		-1.2		-0.44						-1.81	
		-0.54		2.31		0.23		2.29		4.19						0.03	
		-0.25		2.94		-1.09		2.48		0.22						-2.89	
		-0.23		4.03		-0.3		2.48		1.22						0	
		2.46		0.9		0.93		3.91		0.31						0	
		0.03		-0.12		-0.84		0.31		0.31						-2	
		-0.08		-0.75		-0.84		2.89		-0.07						0	
		-0.07		-0.75		-0.84		0.28		0.05						-2.44	
		-0.4		2.28		-0.36		-0.07		-0.67						-0.77	
		4.37		2.33		1.94		-0.95		0.47						0.05	
		4.37		-1.48		0.08		-0.42		0.15						0	
		4.37		1.04		-0.11		0.26		-0.64						0.02	
		-0.17		0.21		-0.19		6.49		-0.89						0	
		-0.08		-2.43		-0.02		-0.07		-0.75						0	
		0.3		2.57		-0.03		0.07		1.33						0	
		-0.05		1.52		0		1.26		0.56						-0.23	
		0.31		2.51		-0.2		1.26		-0.74						-0.92	
		2.35		0		-0.27		1.54		2.11						0	
		2.35		0.92		-0.38		0.59		-0.27						0	
		-0.53		0.89		-0.35		-0.44		0.45						0.97	
		1.06		-3.05		-0.41		-0.18		-0.48						-0.46	
		-0.61		2.85		0		-1.56		0.74						0	
		-0.61		1.79		-0.41		-0.37		0.38						0	
		-0.61		0.92		0		-0.62		-0.95						-0.96	
		3.68		0.21		2.62		-1.38		-1.15						1.1	
		0.2		0		0		-0.23		-0.87						0	
		-0.35		-0.1		-0.16		0.23		0.89						0	
		-0.27		-1.63		0.37		3.59		-0.21						0	
		1.08		0.86		1.32		0.52		0.3						0	
		1.06		-0.01		2.96		-1.21		0.45						3.22	
		-0.25		0		0		6.71		-2.05						0	
		-0.24		-1.48		2.61		6.71		-0.96						0	
		-0.55		3.44		1.6		4.02		-0.49						0.97	
		-0.95		3.11		0		-0.43		0.93						0	
		1.01				-0.79		0.22		1.21						-1.01	
		3.23				0.95		-3.01		0.65						0.97	
		1.14				0.34		0.14		0.37						-0.96	
		0.13				0.73		1.78		-0.08						0.97	
		3.04				0.73		3.79		0.5						-1.34	
		0.37				1.88		3.79		0.1						0	
		-0.25				1.97		0.03		-0.48						-0.96	
		-0.01				5.95		1.17		4.1						0	
		0.08				3.47		1.17		0.53						-2.44	
		1.28				0.12		1.17		-0.01						0	
		0.23				1.88		1.17		0.82						-0.96	
		-0.34				-0.13		0.06		-0.51						0	
		-0.5				2.44		-0.31		0.96						1.85	
		0.19				2.83		0.32		1.02						1.01	
		-0.12				0.93		0.32		1.31						-0.96	
		3.69				-1.28		-1.63		-0.25						1.85	
		-1.06				-1.28		-0.68		1.55						-1.91	
		-0.01				-0.56		0.8		-0.52						0	
		0.52				-0.56		0.33		0.12						0.91	
		0.46				2.74		0.92		0.21						0.01	
		0.19				3.66		-0.56		0.47						0	
		-0.15				2.36		-0.56		0.45						0	
		2.02				2.36		-0.56		-0.23						0.01	
		2.02				0.41		0.8		0.15						-1.88	
		0.17				1.01		0.8		1.32						1.79	
		0.02				2.7		-0.13		-0.73						0	
		-0.44				1.09		-0.29		-0.02						0	
		0.32				1.7		-0.29		0.14						0	
		0.02				0.93		-0.15		0.13						0	
		-0.89				2.39		-0.73		1.37						0	
		-0.34				0.74		1.93		-0.04						0	
		1.18				0.74		1.93		1.15						0	
		-0.36				1.43		-0.54		1.92						0.01	
		2.94				3.73		-0.63		0.82						-0.44	
		-0.36				-2.92		-0.36		0.11						0	
		-0.6				-2.15		0.23		-0.2						0.01	
		1.35				0.07		0.09		0.61						0	
		1.46				4.24		0.09		1.48						0	
		-0.25				0.73		0.53		-0.65						0	
		0.27				2.21		0.47		0.3						0	
		-0.13				-1.39		-0.38		-0.52						0	
		0.7				-0.28		-0.04		1.06						0	
		0.9				5.51		1.73		0.83						0	
		-0.38				-2.51		0.95		-1.09						0.83	
		-0.13				-2.65		-0.56		-2.14						0	
		2.05				0.21		-0.31		2.31						0.01	
		-0.05				1.9		-0.53		0.2						0	
		-0.01				1.67		0.76		-1						0	
		-0.07				1.97		-0.22		1.27						0.97	
		-0.17				0.2		-0.38		0.09						-1.7	
		2.56				0.2		-0.74		0.45						0.97	
		-0.03				-0.56		1.68		0.41						0	
		-0.24				0		3.25		-1.12						-2.46	
		2.62				5.3		3.25		-0.35						-2.46	
		0.49				1		-0.4		-1.39						-2.86	
		0.18				-2.08		-3.99		0.74						0	
		-0.4				0.4		3.05		0.5						-1.87	
		-0.17				0.67		7.57		0.41						-1.88	
		-0.02				1.76		7.57		4.56						0.5	
		2.39				0.4		7.57		0.04						-0.96	
		-0.11				0		-0.02		0.36						0	
		-0.32				0.72		-0.14		0.93						0	
		0.69				1.24		0.91		-0.32						0	
		1.06				1.24		1.21		-0.96						0.43	
		1.35				0		1.21		-0.06						2.07	
		-0.4				1.29		-0.19		0.64						2.41	
		-0.32				2.29		3.31		1.4						0	
		-0.32				3.45		-0.75		-0.08						-2.21	
		0.2				-0.69		-0.75		0.11						-2.29	
		-0.38				0.4		-0.75		-0.05						0	
		-0.01				2.19		4.98		0.12						0	
		1.1				0.76		0.07		-0.07						-2.41	
		-0.02				0.4		-0.04		0.1						-2.84	
		1.16				2.6		0.57		-0.53						0	
		1.16				2.6		-0.36		-0.11						0.97	
		-0.61				2.6		-0.12		-0.42						1.52	
		-0.01				1.32		3.56		1.78						0	
		0.01				0.27		3.56		0.39						0	
		-0.78				0.27		-0.85		0.39						0	
		-0.73				1.56		0.33		0.39						0	
